Indicator Sequence,Parent Sequence,Agency Name,Indicator Name,Description,Category,Frequency,Desired Change,Indicator Unit,Decimal Places,Period Year,Period Month,YTD Target,YTD Actual,Monthly Target,Monthly Actual,Period
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2015,2,19431798,18532556,9430420,9074682,2015-02
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2015,3,30809338,29502815,11377540,10970259,2015-03
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2015,4,41534958,40178689,10725620,10675874,2015-04
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2015,5,52443784,51056639,10908826,10877950,2015-05
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2015,6,63193938,61646735,10750155,10590096,2015-06
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2015,7,73421878,72047838,10227940,10401103,2015-07
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2015,8,83149898,82102977,9728020,10055139,2015-08
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2015,9,93841424,92673628,10691526,10570651,2015-09
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2015,10,105272459,103953482,11431035,11279854,2015-10
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2015,11,115505218,114277723,10232758,10324241,2015-11
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2015,12,125812486,124802679,10307268,10524956,2015-12
204143,203943,MTA Bus,Total Ridership - MTA Bus,"The number of passengers from whom the agency receives a fare, either through direct fare payment (cash, Pay-Per-Ride MetroCards, Unlimited Ride MetroCards, etc.) or fare reimbursements (senior citizens, school children, the physically disabled). Passengers who use free transfers (train-to-bus, bus-to-train, bus-to-bus) are counted as additional passengers even though they are not paying additional fares.  Paratransit riders are not included. Paratransit riders are not included. Ridership data is preliminary and subject to revision as well as adjustments warranted by annual audit review.",Service Indicators,M,U,-,0,2016,1,10015666,9464783,10015666,9464783,2016-01
